data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius,eficiencia,status,producao_normalizada,mes_num
2025-02-07,February 2025,Friday,M2,Fresadora,Manhã,Ana Souza,183.0,180,0.0,Sem parada,89.4,1.0,Ótimo,0.6153846153846154,2
2025-06-26,June 2025,Thursday,M1,Torno CNC,Noite,Carlos Silva,165.0,160,0.0,Sem parada,72.2,1.0,Ótimo,0.48951048951048953,6
2025-02-24,February 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,133.0,120,0.0,Sem parada,72.8,1.0,Ótimo,0.26573426573426573,2
2025-05-02,May 2025,Friday,M3,Prensa Hidráulica,Noite,Ana Souza,155.0,140,0.0,Sem parada,93.5,1.0,Ótimo,0.4195804195804196,5
2025-03-14,March 2025,Friday,M3,Prensa Hidráulica,Noite,João Pereira,121.0,140,0.0,Sem parada,95.8,0.8642857142857143,Ótimo,0.18181818181818182,3
2025-06-12,June 2025,Thursday,M1,Torno CNC,Tarde,Pedro Santos,155.0,160,0.0,Sem parada,74.7,0.96875,Ótimo,0.4195804195804196,6
2025-04-08,April 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,134.0,140,0.0,Sem parada,89.3,0.9571428571428572,Ótimo,0.2727272727272727,4
2025-01-17,January 2025,Friday,M1,Torno CNC,Noite,João Pereira,168.0,160,0.0,Sem parada,73.0,1.0,Ótimo,0.5104895104895105,1
2025-05-23,May 2025,Friday,M1,Torno CNC,Noite,Ana Souza,137.0,160,0.0,Falha mecânica,76.6,0.85625,Ótimo,0.2937062937062937,5
2025-01-16,January 2025,Thursday,M2,Fresadora,Noite,João Pereira,168.0,180,0.0,Sem parada,86.2,0.9333333333333333,Ótimo,0.5104895104895105,1
2025-01-28,January 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,142.0,140,0.0,Sem parada,91.2,1.0,Ótimo,0.32867132867132864,1
2025-02-26,February 2025,Wednesday,M5,Solda Robotica,Tarde,Maria Lima,120.0,120,0.0,Sem parada,69.3,1.0,Ótimo,0.17482517482517482,2
2025-02-27,February 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,149.0,160,0.0,Sem parada,83.2,0.93125,Ótimo,0.3776223776223776,2
2025-01-29,January 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,169.0,160,0.0,Sem parada,70.4,1.0,Ótimo,0.5174825174825175,1
2025-06-19,June 2025,Thursday,M1,Torno CNC,Manhã,Carlos Silva,167.0,160,0.0,Sem parada,71.8,1.0,Ótimo,0.5034965034965035,6
2025-02-18,February 2025,Tuesday,M4,Injetora,Manhã,Ana Souza,183.0,200,48.0,Falta de insumo,100.2,0.915,Ótimo,0.6153846153846154,2
2025-05-29,May 2025,Thursday,M4,Injetora,Tarde,Maria Lima,202.0,200,0.0,Sem parada,97.1,1.0,Ótimo,0.7482517482517482,5
2025-03-14,March 2025,Friday,M5,Solda Robotica,Manhã,Carlos Silva,124.0,120,0.0,Sem parada,73.5,1.0,Ótimo,0.20279720279720279,3
2025-06-24,June 2025,Tuesday,M3,Prensa Hidráulica,Tarde,João Pereira,148.0,140,0.0,Sem parada,89.4,1.0,Ótimo,0.3706293706293706,6
2025-04-04,April 2025,Friday,M3,Prensa Hidráulica,Noite,João Pereira,160.0,140,0.0,Sem parada,96.2,1.0,Ótimo,0.45454545454545453,4
2025-05-13,May 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,137.0,140,0.0,Sem parada,88.5,0.9785714285714285,Ótimo,0.2937062937062937,5
2025-03-18,March 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,233.0,200,0.0,Sem parada,89.7,1.0,Ótimo,0.965034965034965,3
2025-03-20,March 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,148.0,160,0.0,Sem parada,76.6,0.925,Ótimo,0.3706293706293706,3
2025-02-10,February 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,162.0,160,0.0,Sem parada,77.5,1.0,Ótimo,0.46853146853146854,2
2025-02-04,February 2025,Tuesday,M4,Injetora,Noite,Ana Souza,190.0,200,0.0,Sem parada,95.1,0.95,Ótimo,0.6643356643356644,2
2025-03-28,March 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0.0,Sem parada,69.9,0.9583333333333334,Ótimo,0.13986013986013987,3
2025-03-12,March 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,131.0,140,0.0,Sem parada,80.7,0.9357142857142857,Ótimo,0.2517482517482518,3
2025-04-11,April 2025,Friday,M4,Injetora,Noite,Carlos Silva,197.0,200,0.0,Sem parada,101.9,0.985,Ótimo,0.7132867132867133,4
2025-06-25,June 2025,Wednesday,M5,Solda Robotica,Noite,João Pereira,100.0,120,0.0,Sem parada,69.6,0.8333333333333334,Normal,0.03496503496503497,6
2025-03-27,March 2025,Thursday,M3,Prensa Hidráulica,Manhã,Ana Souza,133.0,140,0.0,Sem parada,90.5,0.95,Ótimo,0.26573426573426573,3
2025-01-16,January 2025,Thursday,M4,Injetora,Tarde,Pedro Santos,204.0,200,0.0,Sem parada,102.4,1.0,Ótimo,0.7622377622377622,1
2025-02-21,February 2025,Friday,M3,Prensa Hidráulica,Manhã,Carlos Silva,147.0,140,0.0,Sem parada,84.3,1.0,Ótimo,0.36363636363636365,2
2025-03-10,March 2025,Monday,M3,Prensa Hidráulica,Tarde,Pedro Santos,146.0,140,0.0,Sem parada,81.2,1.0,Ótimo,0.35664335664335667,3
2025-04-01,April 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,143.0,180,0.0,Sem parada,83.6,0.7944444444444444,Normal,0.3356643356643357,4
2025-03-27,March 2025,Thursday,M1,Torno CNC,Manhã,Maria Lima,169.0,160,0.0,Sem parada,76.2,1.0,Ótimo,0.5174825174825175,3
2025-01-31,January 2025,Friday,M2,Fresadora,Tarde,Pedro Santos,141.0,180,0.0,Sem parada,90.5,0.7833333333333333,Normal,0.32167832167832167,1
2025-04-14,April 2025,Monday,M3,Prensa Hidráulica,Tarde,Ana Souza,129.0,140,0.0,Sem parada,92.4,0.9214285714285714,Ótimo,0.23776223776223776,4
2025-03-26,March 2025,Wednesday,M2,Fresadora,Manhã,Carlos Silva,183.0,180,0.0,Sem parada,87.5,1.0,Ótimo,0.6153846153846154,3
2025-05-28,May 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,105.0,120,0.0,Sem parada,67.5,0.875,Ótimo,0.06993006993006994,5
2025-05-09,May 2025,Friday,M5,Solda Robotica,Tarde,Maria Lima,112.0,120,0.0,Sem parada,63.5,0.9333333333333333,Ótimo,0.11888111888111888,5
2025-06-30,June 2025,Monday,M3,Prensa Hidráulica,Tarde,João Pereira,135.0,140,0.0,Sem parada,89.2,0.9642857142857143,Ótimo,0.27972027972027974,6
2025-06-27,June 2025,Friday,M2,Fresadora,Noite,João Pereira,174.0,180,0.0,Sem parada,86.3,0.9666666666666667,Ótimo,0.5524475524475524,6
2025-06-10,June 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,165.0,160,0.0,Sem parada,77.1,1.0,Ótimo,0.48951048951048953,6
2025-06-06,June 2025,Friday,M4,Injetora,Tarde,Ana Souza,232.0,200,5.0,Falha mecânica,101.0,1.0,Ótimo,0.958041958041958,6
2025-01-20,January 2025,Monday,M2,Fresadora,Manhã,Pedro Santos,155.0,180,0.0,Sem parada,91.8,0.8611111111111112,Ótimo,0.4195804195804196,1
2025-01-02,January 2025,Thursday,M1,Torno CNC,Manhã,João Pereira,152.0,160,0.0,Sem parada,84.3,0.95,Ótimo,0.3986013986013986,1
2025-01-24,January 2025,Friday,M4,Injetora,Tarde,Pedro Santos,210.0,200,0.0,Sem parada,86.7,1.0,Ótimo,0.8041958041958042,1
2025-02-28,February 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,166.0,160,0.0,Sem parada,70.4,1.0,Ótimo,0.4965034965034965,2
2025-05-19,May 2025,Monday,M2,Fresadora,Manhã,Pedro Santos,181.0,180,0.0,Sem parada,70.0,1.0,Ótimo,0.6013986013986014,5
2025-03-27,March 2025,Thursday,M4,Injetora,Tarde,João Pereira,189.0,200,0.0,Sem parada,103.9,0.945,Ótimo,0.6573426573426573,3
2025-06-19,June 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,142.0,140,0.0,Sem parada,91.1,1.0,Ótimo,0.32867132867132864,6
2025-05-06,May 2025,Tuesday,M4,Injetora,Tarde,Maria Lima,183.0,200,0.0,Sem parada,93.8,0.915,Ótimo,0.6153846153846154,5
2025-06-26,June 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,140.0,140,0.0,Sem parada,88.4,1.0,Ótimo,0.3146853146853147,6
2025-06-19,June 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,120.0,120,0.0,Sem parada,59.6,1.0,Ótimo,0.17482517482517482,6
2025-06-25,June 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,151.0,160,0.0,Sem parada,65.2,0.94375,Ótimo,0.3916083916083916,6
2025-06-16,June 2025,Monday,M2,Fresadora,Tarde,João Pereira,163.0,180,0.0,Sem parada,84.8,0.9055555555555556,Ótimo,0.4755244755244755,6
2025-02-13,February 2025,Thursday,M1,Torno CNC,Manhã,João Pereira,143.0,160,30.0,Setup de máquina,84.4,0.89375,Ótimo,0.3356643356643357,2
2025-04-04,April 2025,Friday,M1,Torno CNC,Manhã,Maria Lima,139.0,160,0.0,Sem parada,71.2,0.86875,Ótimo,0.3076923076923077,4
2025-01-20,January 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,178.0,180,0.0,Sem parada,91.2,0.9888888888888889,Ótimo,0.5804195804195804,1
2025-03-18,March 2025,Tuesday,M5,Solda Robotica,Noite,Carlos Silva,131.0,120,0.0,Sem parada,82.9,1.0,Ótimo,0.2517482517482518,3
2025-06-11,June 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,122.0,160,0.0,Sem parada,85.3,0.7625,Normal,0.1888111888111888,6
2025-04-30,April 2025,Wednesday,M3,Prensa Hidráulica,Manhã,João Pereira,129.0,140,0.0,Sem parada,91.3,0.9214285714285714,Ótimo,0.23776223776223776,4
2025-04-04,April 2025,Friday,M5,Solda Robotica,Tarde,João Pereira,123.0,120,0.0,Sem parada,67.5,1.0,Ótimo,0.1958041958041958,4
2025-03-12,March 2025,Wednesday,M2,Fresadora,Noite,Ana Souza,163.0,180,0.0,Sem parada,84.0,0.9055555555555556,Ótimo,0.4755244755244755,3
2025-06-05,June 2025,Thursday,M3,Prensa Hidráulica,Noite,João Pereira,136.0,140,0.0,Sem parada,98.0,0.9714285714285714,Ótimo,0.2867132867132867,6
2025-02-21,February 2025,Friday,M1,Torno CNC,Manhã,João Pereira,157.0,160,0.0,Sem parada,76.1,0.98125,Ótimo,0.43356643356643354,2
2025-02-13,February 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,123.0,120,0.0,Sem parada,72.3,1.0,Ótimo,0.1958041958041958,2
2025-05-19,May 2025,Monday,M1,Torno CNC,Noite,Ana Souza,164.0,160,0.0,Sem parada,69.3,1.0,Ótimo,0.4825174825174825,5
2025-04-29,April 2025,Tuesday,M2,Fresadora,Manhã,João Pereira,186.0,180,0.0,Sem parada,88.0,1.0,Ótimo,0.6363636363636364,4
2025-06-05,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,Ana Souza,128.0,140,0.0,Sem parada,96.2,0.9142857142857143,Ótimo,0.23076923076923078,6
2025-04-24,April 2025,Thursday,M4,Injetora,Noite,Carlos Silva,198.0,200,0.0,Sem parada,91.4,0.99,Ótimo,0.7202797202797203,4
2025-03-05,March 2025,Wednesday,M2,Fresadora,Noite,João Pereira,179.0,180,0.0,Sem parada,87.9,0.9944444444444445,Ótimo,0.5874125874125874,3
2025-05-07,May 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,163.0,160,0.0,Sem parada,80.2,1.0,Ótimo,0.4755244755244755,5
2025-05-26,May 2025,Monday,M4,Injetora,Tarde,Ana Souza,181.0,200,0.0,Sem parada,93.6,0.905,Ótimo,0.6013986013986014,5
2025-06-10,June 2025,Tuesday,M5,Solda Robotica,Tarde,Maria Lima,112.0,120,26.0,Falta de insumo,66.0,0.9333333333333333,Ótimo,0.11888111888111888,6
2025-01-29,January 2025,Wednesday,M4,Injetora,Tarde,Pedro Santos,187.0,200,0.0,Sem parada,97.4,0.935,Ótimo,0.6433566433566433,1
2025-01-06,January 2025,Monday,M4,Injetora,Noite,Ana Souza,200.0,200,0.0,Sem parada,107.3,1.0,Ótimo,0.7342657342657343,1
2025-03-12,March 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,139.0,140,0.0,Sem parada,89.4,0.9928571428571429,Ótimo,0.3076923076923077,3
2025-03-13,March 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,154.0,160,0.0,Sem parada,67.0,0.9625,Ótimo,0.4125874125874126,3
2025-01-03,January 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,128.0,120,0.0,Sem parada,71.6,1.0,Ótimo,0.23076923076923078,1
2025-01-27,January 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,185.0,180,0.0,Sem parada,82.0,1.0,Ótimo,0.6293706293706294,1
2025-01-09,January 2025,Thursday,M4,Injetora,Noite,Carlos Silva,217.0,200,0.0,Sem parada,100.3,1.0,Ótimo,0.8531468531468531,1
2025-03-17,March 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,122.0,120,0.0,Sem parada,66.2,1.0,Ótimo,0.1888111888111888,3
2025-06-18,June 2025,Wednesday,M5,Solda Robotica,Manhã,Maria Lima,138.0,120,0.0,Sem parada,65.3,1.0,Ótimo,0.3006993006993007,6
2025-03-25,March 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,140.0,140,0.0,Sem parada,82.7,1.0,Ótimo,0.3146853146853147,3
2025-01-10,January 2025,Friday,M1,Torno CNC,Noite,João Pereira,155.0,160,0.0,Sem parada,78.8,0.96875,Ótimo,0.4195804195804196,1
2025-03-25,March 2025,Tuesday,M2,Fresadora,Tarde,Pedro Santos,173.0,180,0.0,Sem parada,81.5,0.9611111111111111,Ótimo,0.5454545454545454,3
2025-02-17,February 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,147.0,160,0.0,Sem parada,73.6,0.91875,Ótimo,0.36363636363636365,2
2025-06-27,June 2025,Friday,M4,Injetora,Tarde,Maria Lima,196.0,200,0.0,Sem parada,92.4,0.98,Ótimo,0.7062937062937062,6
2025-05-28,May 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,127.0,140,0.0,Sem parada,81.2,0.9071428571428571,Ótimo,0.22377622377622378,5
2025-03-07,March 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,165.0,160,0.0,Sem parada,85.8,1.0,Ótimo,0.48951048951048953,3
2025-02-24,February 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,132.0,140,0.0,Sem parada,83.4,0.9428571428571428,Ótimo,0.25874125874125875,2
2025-04-10,April 2025,Thursday,M2,Fresadora,Manhã,Pedro Santos,181.0,180,0.0,Sem parada,92.7,1.0,Ótimo,0.6013986013986014,4
2025-05-29,May 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,145.0,160,0.0,Sem parada,47.849999999999994,0.90625,Ótimo,0.34965034965034963,5
2025-02-24,February 2025,Monday,M1,Torno CNC,Noite,Maria Lima,157.0,160,0.0,Sem parada,75.1,0.98125,Ótimo,0.43356643356643354,2
2025-02-20,February 2025,Thursday,M5,Solda Robotica,Noite,Pedro Santos,114.0,120,0.0,Sem parada,79.6,0.95,Ótimo,0.13286713286713286,2
2025-01-07,January 2025,Tuesday,M5,Solda Robotica,Manhã,Maria Lima,122.0,120,0.0,Sem parada,73.9,1.0,Ótimo,0.1888111888111888,1
2025-03-06,March 2025,Thursday,M5,Solda Robotica,Noite,Maria Lima,116.0,120,0.0,Sem parada,68.7,0.9666666666666667,Ótimo,0.14685314685314685,3
2025-04-30,April 2025,Wednesday,M5,Solda Robotica,Manhã,Pedro Santos,132.0,120,43.0,Falta de insumo,64.4,1.0,Ótimo,0.25874125874125875,4
2025-04-16,April 2025,Wednesday,M2,Fresadora,Manhã,João Pereira,192.0,180,0.0,Sem parada,82.9,1.0,Ótimo,0.6783216783216783,4
2025-03-21,March 2025,Friday,M5,Solda Robotica,Noite,Pedro Santos,124.0,120,16.0,Falta de insumo,78.6,1.0,Ótimo,0.20279720279720279,3
2025-02-14,February 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,162.0,160,0.0,Sem parada,78.5,1.0,Ótimo,0.46853146853146854,2
2025-04-07,April 2025,Monday,M5,Solda Robotica,Noite,Carlos Silva,133.0,120,0.0,Sem parada,74.6,1.0,Ótimo,0.26573426573426573,4
2025-02-17,February 2025,Monday,M4,Injetora,Noite,Maria Lima,233.0,200,0.0,Sem parada,91.6,1.0,Ótimo,0.965034965034965,2
2025-03-19,March 2025,Wednesday,M4,Injetora,Manhã,Maria Lima,213.0,200,0.0,Sem parada,97.7,1.0,Ótimo,0.8251748251748252,3
2025-03-10,March 2025,Monday,M1,Torno CNC,Manhã,Carlos Silva,168.0,160,0.0,Sem parada,80.9,1.0,Ótimo,0.5104895104895105,3
2025-06-30,June 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,177.0,180,0.0,Sem parada,77.8,0.9833333333333333,Ótimo,0.5734265734265734,6
2025-06-04,June 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,174.0,160,0.0,Sem parada,80.3,1.0,Ótimo,0.5524475524475524,6
2025-05-28,May 2025,Wednesday,M2,Fresadora,Manhã,Carlos Silva,162.0,180,0.0,Sem parada,85.5,0.9,Ótimo,0.46853146853146854,5
2025-01-29,January 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,230.0,200,0.0,Sem parada,101.7,1.0,Ótimo,0.9440559440559441,1
2025-05-15,May 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,139.0,140,21.0,Falha mecânica,109.6,0.9928571428571429,Ótimo,0.3076923076923077,5
2025-02-07,February 2025,Friday,M1,Torno CNC,Manhã,João Pereira,154.0,160,9.0,Manutenção preventiva,72.8,0.9625,Ótimo,0.4125874125874126,2
2025-04-29,April 2025,Tuesday,M5,Solda Robotica,Noite,Carlos Silva,129.0,120,0.0,Sem parada,80.4,1.0,Ótimo,0.23776223776223776,4
2025-06-06,June 2025,Friday,M1,Torno CNC,Tarde,Carlos Silva,137.0,160,0.0,Sem parada,68.2,0.85625,Ótimo,0.2937062937062937,6
2025-01-29,January 2025,Wednesday,M4,Injetora,Manhã,João Pereira,207.0,200,0.0,Sem parada,96.1,1.0,Ótimo,0.7832167832167832,1
2025-01-22,January 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,147.0,160,0.0,Sem parada,77.5,0.91875,Ótimo,0.36363636363636365,1
2025-06-03,June 2025,Tuesday,M4,Injetora,Tarde,João Pereira,222.0,200,0.0,Sem parada,82.6,1.0,Ótimo,0.8881118881118881,6
2025-03-07,March 2025,Friday,M1,Torno CNC,Noite,Ana Souza,151.0,160,0.0,Sem parada,79.6,0.94375,Ótimo,0.3916083916083916,3
2025-05-19,May 2025,Monday,M4,Injetora,Tarde,João Pereira,186.0,200,0.0,Sem parada,92.0,0.93,Ótimo,0.6363636363636364,5
2025-03-13,March 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,158.0,140,0.0,Sem parada,87.7,1.0,Ótimo,0.4405594405594406,3
2025-03-11,March 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,124.0,140,0.0,Sem parada,81.2,0.8857142857142857,Ótimo,0.20279720279720279,3
2025-01-14,January 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,128.0,120,0.0,Sem parada,71.5,1.0,Ótimo,0.23076923076923078,1
2025-04-01,April 2025,Tuesday,M5,Solda Robotica,Tarde,Ana Souza,123.0,120,0.0,Sem parada,69.9,1.0,Ótimo,0.1958041958041958,4
2025-05-20,May 2025,Tuesday,M3,Prensa Hidráulica,Noite,Maria Lima,138.0,140,0.0,Sem parada,90.5,0.9857142857142858,Ótimo,0.3006993006993007,5
2025-04-03,April 2025,Thursday,M1,Torno CNC,Manhã,Carlos Silva,132.0,160,50.0,Falta de insumo,68.1,0.825,Normal,0.25874125874125875,4
2025-04-14,April 2025,Monday,M5,Solda Robotica,Manhã,Carlos Silva,115.0,120,0.0,Sem parada,71.3,0.9583333333333334,Ótimo,0.13986013986013987,4
2025-03-14,March 2025,Friday,M1,Torno CNC,Manhã,João Pereira,159.0,160,0.0,Sem parada,71.3,0.99375,Ótimo,0.44755244755244755,3
2025-02-21,February 2025,Friday,M1,Torno CNC,Noite,Ana Souza,161.0,160,0.0,Sem parada,76.8,1.0,Ótimo,0.46153846153846156,2
2025-03-03,March 2025,Monday,M3,Prensa Hidráulica,Manhã,Carlos Silva,138.0,140,0.0,Sem parada,86.2,0.9857142857142858,Ótimo,0.3006993006993007,3
2025-04-15,April 2025,Tuesday,M3,Prensa Hidráulica,Manhã,João Pereira,117.0,140,0.0,Sem parada,94.5,0.8357142857142857,Normal,0.15384615384615385,4
2025-05-01,May 2025,Thursday,M4,Injetora,Manhã,Carlos Silva,219.0,200,0.0,Sem parada,92.5,1.0,Ótimo,0.8671328671328671,5
2025-04-28,April 2025,Monday,M2,Fresadora,Tarde,João Pereira,191.0,180,0.0,Sem parada,86.7,1.0,Ótimo,0.6713286713286714,4
2025-04-30,April 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,118.0,120,54.0,Setup de máquina,75.0,0.9833333333333333,Ótimo,0.16083916083916083,4
2025-01-28,January 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,164.0,160,0.0,Sem parada,73.9,1.0,Ótimo,0.4825174825174825,1
2025-05-26,May 2025,Monday,M4,Injetora,Manhã,Maria Lima,207.0,200,0.0,Sem parada,85.7,1.0,Ótimo,0.7832167832167832,5
2025-06-23,June 2025,Monday,M1,Torno CNC,Tarde,João Pereira,162.0,160,36.0,Falta de insumo,80.3,1.0,Ótimo,0.46853146853146854,6
2025-04-02,April 2025,Wednesday,M5,Solda Robotica,Manhã,Maria Lima,119.0,120,0.0,Sem parada,68.1,0.9916666666666667,Ótimo,0.16783216783216784,4
2025-05-28,May 2025,Wednesday,M4,Injetora,Noite,Pedro Santos,178.0,200,0.0,Sem parada,98.9,0.89,Ótimo,0.5804195804195804,5
2025-05-23,May 2025,Friday,M3,Prensa Hidráulica,Tarde,Ana Souza,131.0,140,0.0,Sem parada,99.1,0.9357142857142857,Ótimo,0.2517482517482518,5
2025-05-15,May 2025,Thursday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0.0,Sem parada,76.3,0.9583333333333334,Ótimo,0.13986013986013987,5
2025-04-22,April 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,174.0,180,0.0,Sem parada,86.3,0.9666666666666667,Ótimo,0.5524475524475524,4
2025-04-25,April 2025,Friday,M3,Prensa Hidráulica,Tarde,Carlos Silva,143.0,140,0.0,Sem parada,93.6,1.0,Ótimo,0.3356643356643357,4
2025-03-20,March 2025,Thursday,M2,Fresadora,Manhã,Maria Lima,173.0,180,0.0,Sem parada,86.0,0.9611111111111111,Ótimo,0.5454545454545454,3
2025-02-25,February 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,190.0,200,0.0,Sem parada,96.6,0.95,Ótimo,0.6643356643356644,2
2025-04-03,April 2025,Thursday,M3,Prensa Hidráulica,Tarde,Não informado,143.0,140,0.0,Sem parada,95.4,1.0,Ótimo,0.3356643356643357,4
2025-05-01,May 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,133.0,140,0.0,Sem parada,91.1,0.95,Ótimo,0.26573426573426573,5
2025-04-03,April 2025,Thursday,M3,Prensa Hidráulica,Noite,Pedro Santos,139.0,140,0.0,Sem parada,85.6,0.9928571428571429,Ótimo,0.3076923076923077,4
2025-03-11,March 2025,Tuesday,M4,Injetora,Tarde,Carlos Silva,191.0,200,0.0,Sem parada,107.8,0.955,Ótimo,0.6713286713286714,3
2025-05-08,May 2025,Thursday,M4,Injetora,Manhã,João Pereira,206.0,200,0.0,Sem parada,94.0,1.0,Ótimo,0.7762237762237763,5
2025-03-28,March 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,133.0,140,0.0,Sem parada,89.0,0.95,Ótimo,0.26573426573426573,3
2025-02-14,February 2025,Friday,M5,Solda Robotica,Tarde,Maria Lima,134.0,120,0.0,Sem parada,74.4,1.0,Ótimo,0.2727272727272727,2
2025-04-29,April 2025,Tuesday,M5,Solda Robotica,Manhã,João Pereira,143.0,120,0.0,Sem parada,72.2,1.0,Ótimo,0.3356643356643357,4
2025-01-27,January 2025,Monday,M3,Prensa Hidráulica,Tarde,Carlos Silva,133.0,140,35.0,Manutenção preventiva,87.9,0.95,Ótimo,0.26573426573426573,1
2025-06-17,June 2025,Tuesday,M2,Fresadora,Manhã,Ana Souza,168.0,180,0.0,Sem parada,81.8,0.9333333333333333,Ótimo,0.5104895104895105,6
2025-02-03,February 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,121.0,120,0.0,Sem parada,70.8,1.0,Ótimo,0.18181818181818182,2
2025-05-23,May 2025,Friday,M5,Solda Robotica,Manhã,Maria Lima,118.0,120,0.0,Sem parada,71.5,0.9833333333333333,Ótimo,0.16083916083916083,5
2025-01-22,January 2025,Wednesday,M4,Injetora,Noite,João Pereira,157.0,200,51.0,Falta de insumo,101.8,0.785,Normal,0.43356643356643354,1
2025-02-20,February 2025,Thursday,M4,Injetora,Noite,João Pereira,233.0,200,0.0,Sem parada,94.3,1.0,Ótimo,0.965034965034965,2
2025-06-18,June 2025,Wednesday,M3,Prensa Hidráulica,Noite,Pedro Santos,120.0,140,31.0,Falha mecânica,88.6,0.8571428571428571,Ótimo,0.17482517482517482,6
2025-03-19,March 2025,Wednesday,M4,Injetora,Noite,Maria Lima,193.0,200,0.0,Sem parada,90.4,0.965,Ótimo,0.6853146853146853,3
2025-01-20,January 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,134.0,120,0.0,Sem parada,70.6,1.0,Ótimo,0.2727272727272727,1
2025-05-06,May 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,185.0,180,0.0,Sem parada,77.2,1.0,Ótimo,0.6293706293706294,5
2025-05-21,May 2025,Wednesday,M4,Injetora,Tarde,João Pereira,219.0,200,0.0,Sem parada,92.7,1.0,Ótimo,0.8671328671328671,5
2025-01-06,January 2025,Monday,M5,Solda Robotica,Tarde,Pedro Santos,119.0,120,0.0,Sem parada,64.2,0.9916666666666667,Ótimo,0.16783216783216784,1
2025-06-06,June 2025,Friday,M2,Fresadora,Tarde,Carlos Silva,185.0,180,0.0,Sem parada,85.7,1.0,Ótimo,0.6293706293706294,6
2025-06-18,June 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,149.0,160,0.0,Sem parada,71.4,0.93125,Ótimo,0.3776223776223776,6
2025-05-27,May 2025,Tuesday,M5,Solda Robotica,Noite,Maria Lima,118.0,120,0.0,Sem parada,65.5,0.9833333333333333,Ótimo,0.16083916083916083,5
2025-02-04,February 2025,Tuesday,M2,Fresadora,Manhã,Carlos Silva,180.0,180,0.0,Sem parada,86.7,1.0,Ótimo,0.5944055944055944,2
2025-02-17,February 2025,Monday,M4,Injetora,Tarde,Ana Souza,221.0,200,0.0,Sem parada,96.0,1.0,Ótimo,0.8811188811188811,2
