data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius
06/05/2025,May 2025,Tuesday,M4,Injetora,Tarde,Maria Lima,183.0,200,0,Sem parada,93.8
26/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,140.0,140,0,Sem parada,88.4
19/06/2025,June 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,120.0,120,0,Sem parada,59.6
25/06/2025,June 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,151.0,160,0,Sem parada,65.2
16/06/2025,June 2025,Monday,M2,Fresadora,Tarde,João Pereira,163.0,180,0,Sem parada,84.8
13/02/2025,February 2025,Thursday,M1,Torno CNC,Manhã,João Pereira,143.0,160,30,Setup de máquina,84.4
04/04/2025,April 2025,Friday,M1,Torno CNC,Manhã,Maria Lima,139.0,160,0,Sem parada,71.2
20/01/2025,January 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,178.0,180,0,Sem parada,91.2
18/03/2025,March 2025,Tuesday,M5,Solda Robotica,Noite,Carlos Silva,131.0,120,0,Sem parada,82.9
11/06/2025,June 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,122.0,160,0,Sem parada,85.3
30/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Manhã,João Pereira,129.0,140,0,Sem parada,91.3
04/04/2025,April 2025,Friday,M5,Solda Robotica,Tarde,João Pereira,123.0,120,0,Sem parada,67.5
12/03/2025,March 2025,Wednesday,M2,Fresadora,Noite,Ana Souza,163.0,180,0,Sem parada,84.0
05/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Noite,João Pereira,136.0,140,0,Sem parada,98.0
21/02/2025,February 2025,Friday,M1,Torno CNC,Manhã,João Pereira,157.0,160,0,Sem parada,76.1
13/02/2025,February 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,123.0,120,0,Sem parada,72.3
19/05/2025,May 2025,Monday,M1,Torno CNC,Noite,Ana Souza,164.0,160,0,Sem parada,69.3
29/04/2025,April 2025,Tuesday,M2,Fresadora,Manhã,João Pereira,186.0,180,0,Sem parada,88.0
05/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,Ana Souza,128.0,140,0,Sem parada,96.2
24/04/2025,April 2025,Thursday,M4,Injetora,Noite,Carlos Silva,198.0,200,0,Sem parada,91.4
05/03/2025,March 2025,Wednesday,M2,Fresadora,Noite,João Pereira,179.0,180,0,Sem parada,87.9
07/05/2025,May 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,163.0,160,0,Sem parada,80.2
26/05/2025,May 2025,Monday,M4,Injetora,Tarde,Ana Souza,181.0,200,0,Sem parada,93.6
10/06/2025,June 2025,Tuesday,M5,Solda Robotica,Tarde,Maria Lima,112.0,120,26,Falta de insumo,66.0
29/01/2025,January 2025,Wednesday,M4,Injetora,Tarde,Pedro Santos,187.0,200,0,Sem parada,97.4
06/01/2025,January 2025,Monday,M4,Injetora,Noite,Ana Souza,200.0,200,0,Sem parada,107.3
12/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,139.0,140,0,Sem parada,89.4
13/03/2025,March 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,154.0,160,0,Sem parada,67.0
03/01/2025,January 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,128.0,120,0,Sem parada,71.6
27/01/2025,January 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,185.0,180,0,Sem parada,82.0
09/01/2025,January 2025,Thursday,M4,Injetora,Noite,Carlos Silva,217.0,200,0,Sem parada,100.3
17/03/2025,March 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,122.0,120,0,Sem parada,66.2
18/06/2025,June 2025,Wednesday,M5,Solda Robotica,Manhã,Maria Lima,138.0,120,0,Sem parada,65.3
25/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,140.0,140,0,Sem parada,82.7
10/01/2025,January 2025,Friday,m1,Torno CNC,Noite,João Pereira,155.0,160,0,Sem parada,78.8
25/03/2025,March 2025,Tuesday,M2,Fresadora,Tarde,Pedro Santos,173.0,180,0,Sem parada,81.5
17/02/2025,February 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,147.0,160,0,Sem parada,73.6
27/06/2025,June 2025,Friday,M4,Injetora,Tarde,Maria Lima,196.0,200,0,Sem parada,92.4
28/05/2025,May 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,127.0,140,0,Sem parada,81.2
07/03/2025,March 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,165.0,160,-5,Sem parada,85.8
24/02/2025,February 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,132.0,140,0,Sem parada,83.4
10/04/2025,April 2025,Thursday,M2,Fresadora,Manhã,Pedro Santos,181.0,180,0,Sem parada,92.7
29/05/2025,May 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,145.0,160,0,Sem parada,43.3
24/02/2025,February 2025,Monday,M1,Torno CNC,Noite,Maria Lima,157.0,160,0,Sem parada,75.1
20/02/2025,February 2025,Thursday,M5,Solda Robotica,Noite,Pedro Santos,114.0,120,0,Sem parada,79.6
07/01/2025,January 2025,Tuesday,M5,Solda Robotica,Manhã,Maria Lima,122.0,120,0,Sem parada,73.9
06/03/2025,March 2025,Thursday,m5,Solda Robotica,Noite,Maria Lima,116.0,120,0,Sem parada,68.7
30/04/2025,April 2025,Wednesday,M5,Solda Robotica,Manhã,Pedro Santos,132.0,120,43,Falta de insumo,64.4
16/04/2025,April 2025,Wednesday,M2,Fresadora,Manhã,João Pereira,192.0,180,0,Sem parada,82.9
21/03/2025,March 2025,Friday,M5,Solda Robotica,Noite,Pedro Santos,124.0,120,16,Falta de insumo,78.6
14/02/2025,February 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,162.0,160,0,Sem parada,78.5
07/04/2025,April 2025,Monday,M5,Solda Robotica,Noite,Carlos Silva,133.0,120,-1,Sem parada,74.6
17/02/2025,February 2025,Monday,M4,Injetora,Noite,Maria Lima,233.0,200,0,Sem parada,91.6
19/03/2025,March 2025,Wednesday,M4,Injetora,Manhã,Maria Lima,213.0,200,0,Sem parada,97.7
10/03/2025,March 2025,Monday,M1,Torno CNC,Manhã,Carlos Silva,168.0,160,0,Sem parada,80.9
30/06/2025,June 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,177.0,180,0,Sem parada,77.8
04/06/2025,June 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,174.0,160,0,Sem parada,80.3
28/05/2025,May 2025,Wednesday,M2,Fresadora,Manhã,Carlos Silva,162.0,180,0,Sem parada,85.5
29/01/2025,January 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,230.0,200,0,Sem parada,101.7
15/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,139.0,140,21,Falha mecânica,109.6
07/02/2025,February 2025,Friday,M1,Torno CNC,Manhã,João Pereira,154.0,160,9,Manutenção preventiva,72.8
29/04/2025,April 2025,Tuesday,M5,Solda Robotica,Noite,Carlos Silva,129.0,120,0,Sem parada,80.4
06/06/2025,June 2025,Friday,M1,Torno CNC,Tarde,Carlos Silva,137.0,160,0,Sem parada,68.2
29/01/2025,January 2025,Wednesday,M4,Injetora,Manhã,João Pereira,207.0,200,0,Sem parada,96.1
22/01/2025,January 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,147.0,160,0,Sem parada,77.5
03/06/2025,June 2025,Tuesday,M4,Injetora,Tarde,João Pereira,222.0,200,0,Sem parada,82.6
07/03/2025,March 2025,Friday,M1,Torno CNC,Noite,Ana Souza,151.0,160,0,Sem parada,79.6
19/05/2025,May 2025,Monday,M4,Injetora,Tarde,João Pereira,186.0,200,0,Sem parada,92.0
13/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,158.0,140,-4,Sem parada,87.7
11/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,124.0,140,0,Sem parada,81.2
14/01/2025,January 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,128.0,120,0,Sem parada,71.5
01/04/2025,April 2025,Tuesday,M5,Solda Robotica,Tarde,Ana Souza,123.0,120,0,Sem parada,69.9
20/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Noite,Maria Lima,138.0,140,0,Sem parada,90.5
03/04/2025,April 2025,Thursday,M1,Torno CNC,Manhã,Carlos Silva,132.0,160,50,Falta de insumo,68.1
14/04/2025,April 2025,Monday,M5,Solda Robotica,Manhã,Carlos Silva,115.0,120,0,Sem parada,71.3
14/03/2025,March 2025,Friday,M1,Torno CNC,Manhã,João Pereira,159.0,160,0,Sem parada,71.3
21/02/2025,February 2025,Friday,M1,Torno CNC,Noite,Ana Souza,161.0,160,0,Sem parada,76.8
03/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Manhã,Carlos Silva,138.0,140,0,Sem parada,86.2
15/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Manhã,João Pereira,117.0,140,0,Sem parada,94.5
01/05/2025,May 2025,Thursday,M4,Injetora,Manhã,Carlos Silva,219.0,200,0,Sem parada,92.5
28/04/2025,April 2025,Monday,M2,Fresadora,Tarde,João Pereira,191.0,180,0,Sem parada,86.7
30/04/2025,April 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,118.0,120,54,Setup de máquina,75.0
28/01/2025,January 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,164.0,160,0,Sem parada,73.9
26/05/2025,May 2025,Monday,M4,Injetora,Manhã,Maria Lima,207.0,200,0,Sem parada,85.7
23/06/2025,June 2025,Monday,M1,Torno CNC,Tarde,João Pereira,162.0,160,36,Falta de insumo,80.3
02/04/2025,April 2025,Wednesday,M5,Solda Robotica,Manhã,Maria Lima,119.0,120,0,Sem parada,68.1
28/05/2025,May 2025,Wednesday,M4,Injetora,Noite,Pedro Santos,178.0,200,0,Sem parada,98.9
23/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Tarde,Ana Souza,131.0,140,0,Sem parada,99.1
15/05/2025,May 2025,Thursday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0,Sem parada,76.3
22/04/2025,April 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,174.0,180,0,Sem parada,86.3
25/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Tarde,Carlos Silva,143.0,140,0,Sem parada,93.6
20/03/2025,March 2025,Thursday,M2,Fresadora,Manhã,Maria Lima,173.0,180,0,Sem parada,86.0
25/02/2025,February 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,190.0,200,0,Sem parada,96.6
03/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Tarde,,143.0,140,0,Sem parada,95.4
01/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,133.0,140,0,Sem parada,91.1
03/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Noite,Pedro Santos,139.0,140,0,Sem parada,85.6
11/03/2025,March 2025,Tuesday,M4,Injetora,Tarde,Carlos Silva,191.0,200,0,Sem parada,107.8
08/05/2025,May 2025,Thursday,M4,Injetora,Manhã,João Pereira,206.0,200,0,Sem parada,94.0
28/03/2025,March 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,133.0,140,0,Sem parada,89.0
14/02/2025,February 2025,Friday,M5,Solda Robotica,Tarde,Maria Lima,134.0,120,0,Sem parada,74.4
29/04/2025,April 2025,Tuesday,M5,Solda Robotica,Manhã,João Pereira,143.0,120,0,Sem parada,72.2
27/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Tarde,Carlos Silva,133.0,140,35,Manutenção preventiva,87.9
17/06/2025,June 2025,Tuesday,M2,Fresadora,Manhã,Ana Souza,168.0,180,0,Sem parada,81.8
03/02/2025,February 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,121.0,120,0,Sem parada,70.8
23/05/2025,May 2025,Friday,M5,Solda Robotica,Manhã,Maria Lima,118.0,120,0,Sem parada,71.5
22/01/2025,January 2025,Wednesday,M4,Injetora,Noite,João Pereira,157.0,200,51,Falta de insumo,101.8
20/02/2025,February 2025,Thursday,M4,Injetora,Noite,João Pereira,233.0,200,0,Sem parada,94.3
18/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Noite,Pedro Santos,120.0,140,31,Falha mecânica,88.6
19/03/2025,March 2025,Wednesday,M4,Injetora,Noite,Maria Lima,193.0,200,0,Sem parada,90.4
20/01/2025,January 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,134.0,120,0,Sem parada,70.6
06/05/2025,May 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,185.0,180,0,Sem parada,77.2
21/05/2025,May 2025,Wednesday,M4,Injetora,Tarde,João Pereira,219.0,200,0,Sem parada,92.7
06/01/2025,January 2025,Monday,M5,Solda Robotica,Tarde,Pedro Santos,119.0,120,0,Sem parada,64.2
06/06/2025,June 2025,Friday,M2,Fresadora,Tarde,Carlos Silva,185.0,180,0,Sem parada,85.7
18/06/2025,June 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,149.0,160,0,Sem parada,71.4
27/05/2025,May 2025,Tuesday,M5,Solda Robotica,Noite,Maria Lima,118.0,120,0,Sem parada,65.5
04/02/2025,February 2025,Tuesday,M2,Fresadora,Manhã,Carlos Silva,180.0,180,0,Sem parada,86.7
17/02/2025,February 2025,Monday,M4,Injetora,Tarde,Ana Souza,221.0,200,0,Sem parada,96.0
11/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,141.0,140,0,Sem parada,83.3
11/04/2025,April 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,168.0,180,0,Sem parada,78.7
26/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Noite,Pedro Santos,125.0,140,0,Sem parada,92.9
21/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Manhã,João Pereira,147.0,140,0,Sem parada,83.2
14/03/2025,March 2025,Friday,M2,Fresadora,Noite,Pedro Santos,191.0,180,0,Sem parada,78.7
23/06/2025,June 2025,Monday,M2,Fresadora,Noite,Maria Lima,195.0,180,0,Sem parada,92.3
15/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,126.0,140,0,Sem parada,93.7
10/01/2025,January 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,95.0,120,26,Manutenção preventiva,70.9
05/06/2025,June 2025,Thursday,M2,Fresadora,Noite,Maria Lima,190.0,180,0,Sem parada,83.8
25/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,142.0,140,0,Sem parada,90.1
18/02/2025,February 2025,Tuesday,M5,Solda Robotica,Manhã,Maria Lima,118.0,120,0,Sem parada,74.4
18/02/2025,February 2025,Tuesday,M2,Fresadora,Manhã,Pedro Santos,180.0,180,0,Sem parada,85.6
08/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,152.0,140,0,Sem parada,85.9
05/03/2025,March 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,152.0,160,0,Sem parada,62.0
31/03/2025,March 2025,Monday,M1,Torno CNC,Tarde,Maria Lima,147.0,160,20,Setup de máquina,74.5
05/02/2025,February 2025,Wednesday,M2,Fresadora,Noite,Pedro Santos,171.0,180,0,Sem parada,85.6
03/06/2025,June 2025,Tuesday,M1,Torno CNC,Manhã,Maria Lima,,160,0,Sem parada,70.6
08/01/2025,January 2025,Wednesday,M4,Injetora,Manhã,Maria Lima,196.0,200,0,Sem parada,91.2
02/06/2025,June 2025,Monday,M2,Fresadora,Noite,Pedro Santos,188.0,180,0,Sem parada,86.5
30/01/2025,January 2025,Thursday,M5,Solda Robotica,Noite,Maria Lima,121.0,120,0,Sem parada,69.3
01/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Ana Souza,142.0,140,0,Sem parada,80.4
12/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Manhã,Maria Lima,143.0,140,0,Sem parada,85.0
16/05/2025,May 2025,Friday,M4,Injetora,Noite,João Pereira,185.0,200,0,Sem parada,99.8
19/05/2025,May 2025,Monday,M1,Torno CNC,Manhã,Maria Lima,172.0,160,0,Sem parada,72.7
18/03/2025,March 2025,Tuesday,M2,Fresadora,Manhã,Ana Souza,173.0,180,0,Sem parada,91.4
12/02/2025,February 2025,Wednesday,M1,Torno CNC,Tarde,Pedro Santos,160.0,160,0,Sem parada,81.4
14/02/2025,February 2025,Friday,m4,Injetora,Tarde,João Pereira,212.0,200,0,Sem parada,97.1
14/05/2025,May 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Ana Souza,144.0,140,0,Sem parada,88.5
28/01/2025,January 2025,Tuesday,M1,Torno CNC,Noite,Pedro Santos,170.0,160,0,Sem parada,63.9
20/03/2025,March 2025,Thursday,M4,Injetora,Manhã,Maria Lima,208.0,200,0,Sem parada,95.9
30/06/2025,June 2025,Monday,M1,Torno CNC,Manhã,Pedro Santos,152.0,160,0,Sem parada,71.5
05/05/2025,May 2025,Monday,M1,Torno CNC,Manhã,Ana Souza,183.0,160,0,Sem parada,73.9
30/05/2025,May 2025,Friday,M5,Solda Robotica,Tarde,Maria Lima,119.0,120,36,Falha mecânica,63.7
13/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,133.0,140,0,Sem parada,92.3
10/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Noite,Maria Lima,111.0,140,41,Falha mecânica,85.9
06/06/2025,June 2025,Friday,M2,Fresadora,Manhã,Maria Lima,168.0,180,12,Setup de máquina,85.9
11/03/2025,March 2025,Tuesday,M4,Injetora,Noite,Carlos Silva,190.0,200,0,Sem parada,95.9
18/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Noite,Maria Lima,129.0,140,0,Sem parada,92.1
21/03/2025,March 2025,Friday,M2,Fresadora,Tarde,Ana Souza,190.0,180,0,Sem parada,82.8
09/04/2025,April 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,,160,0,Sem parada,83.2
29/05/2025,May 2025,Thursday,M4,Injetora,Manhã,Carlos Silva,194.0,200,0,Sem parada,97.2
30/01/2025,January 2025,Thursday,M5,Solda Robotica,Manhã,Maria Lima,144.0,120,0,Sem parada,70.3
05/05/2025,May 2025,Monday,M1,Torno CNC,Noite,Maria Lima,146.0,160,0,Sem parada,71.1
05/06/2025,June 2025,Thursday,M4,Injetora,Manhã,Maria Lima,210.0,200,0,Sem parada,94.3
27/05/2025,May 2025,Tuesday,M1,Torno CNC,Noite,João Pereira,158.0,160,0,Sem parada,78.7
21/03/2025,March 2025,Friday,M3,Prensa Hidráulica,Tarde,Pedro Santos,129.0,140,0,Sem parada,95.4
18/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Pedro Santos,124.0,140,41,Manutenção preventiva,88.0
16/01/2025,January 2025,Thursday,M5,Solda Robotica,Manhã,João Pereira,119.0,120,0,Sem parada,65.0
06/03/2025,March 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,169.0,160,0,Sem parada,76.5
23/05/2025,May 2025,Friday,M5,Solda Robotica,Tarde,Carlos Silva,119.0,120,0,Sem parada,76.1
08/01/2025,January 2025,Wednesday,M4,Injetora,Noite,Ana Souza,198.0,200,0,Sem parada,96.7
07/05/2025,May 2025,Wednesday,M4,Injetora,Tarde,Pedro Santos,231.0,200,0,Sem parada,92.5
20/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Tarde,João Pereira,139.0,140,0,Sem parada,90.4
12/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0,Sem parada,91.4
16/06/2025,June 2025,Monday,M1,Torno CNC,Manhã,João Pereira,,160,0,Sem parada,82.3
06/01/2025,January 2025,Monday,M4,Injetora,Manhã,João Pereira,204.0,200,0,Sem parada,94.6
15/05/2025,May 2025,Thursday,M5,Solda Robotica,Tarde,Carlos Silva,116.0,120,0,Sem parada,64.3
28/02/2025,February 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,102.0,120,0,Sem parada,72.5
21/01/2025,January 2025,Tuesday,M4,Injetora,Noite,Ana Souza,166.0,200,0,Sem parada,94.6
10/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Noite,Pedro Santos,140.0,140,0,Sem parada,84.6
12/06/2025,June 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,115.0,120,0,Sem parada,63.1
22/04/2025,April 2025,Tuesday,M1,Torno CNC,Noite,Carlos Silva,160.0,160,38,Falta de insumo,82.2
17/06/2025,June 2025,Tuesday,M1,Torno CNC,Tarde,Pedro Santos,164.0,160,0,Sem parada,76.0
16/01/2025,January 2025,Thursday,M4,Injetora,Manhã,Maria Lima,188.0,200,0,Sem parada,93.9
28/03/2025,March 2025,Friday,M4,Injetora,Tarde,João Pereira,215.0,200,0,Sem parada,103.1
25/02/2025,February 2025,Tuesday,M2,Fresadora,Tarde,Carlos Silva,165.0,180,0,Sem parada,79.5
21/05/2025,May 2025,Wednesday,M4,Injetora,Manhã,Pedro Santos,192.0,200,0,Sem parada,97.8
02/01/2025,January 2025,Thursday,M2,Fresadora,Manhã,Maria Lima,183.0,180,0,Sem parada,75.2
10/02/2025,February 2025,Monday,M2,Fresadora,Manhã,Ana Souza,,180,0,Sem parada,97.3
13/05/2025,May 2025,Tuesday,M1,Torno CNC,Noite,João Pereira,156.0,160,9,Setup de máquina,83.5
28/01/2025,January 2025,Tuesday,M1,Torno CNC,Manhã,Ana Souza,160.0,160,0,Sem parada,83.4
06/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Noite,Pedro Santos,136.0,140,0,Sem parada,85.2
10/02/2025,February 2025,Monday,M3,Prensa Hidráulica,Noite,Ana Souza,120.0,140,36,Setup de máquina,92.4
16/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Manhã,Maria Lima,131.0,140,23,Manutenção preventiva,89.7
06/03/2025,March 2025,Thursday,M4,Injetora,Noite,Maria Lima,218.0,200,0,Sem parada,98.6
04/03/2025,March 2025,Tuesday,M4,Injetora,Manhã,Maria Lima,193.0,200,0,Sem parada,95.9
03/01/2025,January 2025,Friday,M1,Torno CNC,Tarde,Pedro Santos,145.0,160,0,Sem parada,69.0
30/04/2025,April 2025,Wednesday,M2,Fresadora,Manhã,Pedro Santos,142.0,180,0,Sem parada,85.0
18/06/2025,June 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,168.0,200,0,Sem parada,95.2
21/01/2025,January 2025,Tuesday,M2,Fresadora,Tarde,Maria Lima,195.0,180,0,Sem parada,76.2
10/04/2025,April 2025,Thursday,M5,Solda Robotica,Tarde,João Pereira,116.0,120,0,Sem parada,68.4
30/01/2025,January 2025,Thursday,M4,Injetora,Noite,João Pereira,195.0,200,0,Sem parada,89.5
21/02/2025,February 2025,Friday,M2,Fresadora,Noite,João Pereira,195.0,180,0,Sem parada,90.9
10/04/2025,April 2025,Thursday,M4,Injetora,Manhã,Maria Lima,198.0,200,0,Sem parada,86.8
06/03/2025,March 2025,Thursday,M4,Injetora,Tarde,João Pereira,183.0,200,0,Sem parada,97.7
25/04/2025,April 2025,Friday,M4,Injetora,Tarde,Pedro Santos,190.0,200,0,Sem parada,103.6
31/01/2025,January 2025,Friday,M4,Injetora,Noite,Carlos Silva,191.0,200,0,Sem parada,97.4
27/02/2025,February 2025,Thursday,M5,Solda Robotica,Noite,Ana Souza,113.0,120,0,Sem parada,69.7
14/01/2025,January 2025,Tuesday,M5,Solda Robotica,Manhã,Carlos Silva,123.0,120,0,Sem parada,66.5
18/04/2025,April 2025,Friday,M1,Torno CNC,Noite,Carlos Silva,168.0,160,0,Sem parada,77.1
04/02/2025,February 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,163.0,160,0,Sem parada,66.4
08/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Noite,Carlos Silva,149.0,140,0,Sem parada,99.5
06/01/2025,January 2025,Monday,M2,Fresadora,Manhã,Ana Souza,184.0,180,0,Sem parada,86.3
13/02/2025,February 2025,Thursday,M2,Fresadora,Manhã,Pedro Santos,165.0,180,0,Sem parada,88.5
15/01/2025,January 2025,Wednesday,M2,Fresadora,Noite,Carlos Silva,176.0,180,0,Sem parada,90.5
10/03/2025,March 2025,Monday,M1,Torno CNC,Noite,João Pereira,165.0,160,0,Sem parada,71.7
01/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Noite,Maria Lima,142.0,140,0,Sem parada,92.3
18/04/2025,April 2025,Friday,M2,Fresadora,Noite,Pedro Santos,186.0,180,0,Sem parada,88.9
30/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Noite,Ana Souza,124.0,140,0,Sem parada,93.0
18/06/2025,June 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,170.0,160,0,Sem parada,71.0
11/06/2025,June 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,158.0,160,0,Sem parada,72.2
17/02/2025,February 2025,Monday,M2,Fresadora,Noite,Pedro Santos,200.0,180,0,Sem parada,89.6
16/01/2025,January 2025,Thursday,M5,Solda Robotica,Noite,Ana Souza,114.0,120,33,Manutenção preventiva,65.9
23/06/2025,June 2025,Monday,M4,Injetora,Noite,João Pereira,204.0,200,0,Sem parada,84.3
23/06/2025,June 2025,Monday,M5,Solda Robotica,Tarde,João Pereira,151.0,120,0,Sem parada,81.5
24/06/2025,June 2025,Tuesday,M4,Injetora,Noite,Carlos Silva,205.0,200,0,Sem parada,95.8
26/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,142.0,140,0,Sem parada,88.8
27/05/2025,May 2025,Tuesday,M4,Injetora,Manhã,Maria Lima,207.0,200,0,Sem parada,93.7
19/02/2025,February 2025,Wednesday,M2,Fresadora,Manhã,Pedro Santos,179.0,180,0,Sem parada,90.9
03/02/2025,February 2025,Monday,M1,Torno CNC,Tarde,Ana Souza,146.0,160,0,Sem parada,78.1
06/05/2025,May 2025,Tuesday,M2,Fresadora,Tarde,Carlos Silva,181.0,180,0,Sem parada,83.7
26/06/2025,June 2025,Thursday,M2,Fresadora,Noite,Maria Lima,188.0,180,0,Sem parada,82.9
30/05/2025,May 2025,Friday,M2,Fresadora,Manhã,Maria Lima,156.0,180,0,Sem parada,82.4
27/06/2025,June 2025,Friday,M1,Torno CNC,Noite,Carlos Silva,143.0,160,0,Sem parada,66.0
28/03/2025,March 2025,Friday,M4,Injetora,Manhã,João Pereira,173.0,200,0,Sem parada,91.0
26/02/2025,February 2025,Wednesday,M1,Torno CNC,Tarde,Maria Lima,161.0,160,0,Sem parada,77.7
04/04/2025,April 2025,Friday,M1,Torno CNC,Noite,João Pereira,170.0,160,0,Sem parada,74.0
23/01/2025,January 2025,Thursday,M2,Fresadora,Manhã,João Pereira,170.0,180,0,Sem parada,79.6
08/04/2025,April 2025,Tuesday,M5,Solda Robotica,Noite,Maria Lima,105.0,120,0,Sem parada,74.1
07/04/2025,April 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,96.0,120,0,Sem parada,69.3
14/05/2025,May 2025,Wednesday,M1,Torno CNC,Noite,Carlos Silva,175.0,160,0,Sem parada,72.4
29/01/2025,January 2025,Wednesday,M5,Solda Robotica,Manhã,Maria Lima,128.0,120,24,Falha mecânica,67.4
11/02/2025,February 2025,Tuesday,M1,Torno CNC,Manhã,Carlos Silva,157.0,160,0,Sem parada,71.0
20/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Manhã,Ana Souza,127.0,140,0,Sem parada,94.1
